	1.73	real	5.75	user	0.07	sys
	3.78	real	13.47	user	0.14	sys
	2.12	real	7.11	user	0.09	sys
	3.89	real	13.81	user	0.12	sys
	2.76	real	9.23	user	0.11	sys
	3.18	real	10.79	user	0.11	sys
	1.79	real	6.18	user	0.08	sys
	4.99	real	18.18	user	0.15	sys
	1.8	real	5.96	user	0.08	sys
	0.99	real	2.98	user	0.05	sys
	0.39	real	0.79	user	0.03	sys
	7.18	real	26.42	user	0.18	sys
	2.89	real	10.02	user	0.1	sys
	9.22	real	33.14	user	0.23	sys
	3.23	real	11.11	user	0.11	sys
	2.55	real	8.74	user	0.1	sys
	1.75	real	5.75	user	0.08	sys
	2.84	real	9.65	user	0.1	sys
	0.84	real	2.41	user	0.04	sys
	3.36	real	12.07	user	0.13	sys
	9.03	real	33.12	user	0.24	sys
	5.2	real	18.76	user	0.17	sys
	2.73	real	8.89	user	0.1	sys
	4.43	real	15.78	user	0.15	sys
	3.61	real	12.83	user	0.12	sys
	3.16	real	11.08	user	0.13	sys
	1.9	real	6.31	user	0.08	sys
	3.49	real	11.81	user	0.13	sys
	3.42	real	11.93	user	0.11	sys
	3.82	real	13.49	user	0.13	sys
	4.02	real	14.24	user	0.15	sys
	2.8	real	9.18	user	0.1	sys
	1.89	real	6.27	user	0.08	sys
	3.17	real	11.06	user	0.11	sys
	5.24	real	18.68	user	0.16	sys
	2.9	real	10.05	user	0.11	sys
	2	real	6.69	user	0.08	sys
	4.57	real	16.27	user	0.14	sys
	2.33	real	7.48	user	0.09	sys
	5.62	real	20.54	user	0.19	sys
	2.87	real	9.48	user	0.1	sys
	3.23	real	11.15	user	0.12	sys
	5.06	real	18.37	user	0.15	sys
	3.76	real	13.21	user	0.13	sys
	2.69	real	9.09	user	0.1	sys
	2.69	real	9.36	user	0.1	sys
	3.15	real	10.26	user	0.12	sys
	2.78	real	9.87	user	0.11	sys
	4.51	real	16.12	user	0.15	sys
	1.09	real	3.35	user	0.05	sys
	0.47	real	1.08	user	0.03	sys
	2.72	real	8.76	user	0.1	sys
	3.55	real	12.08	user	0.12	sys
	2.33	real	7.61	user	0.1	sys
	2.05	real	6.75	user	0.08	sys
	1.64	real	5	user	0.07	sys
	4.5	real	15.56	user	0.14	sys
	4.73	real	16.28	user	0.17	sys
	5.96	real	20.68	user	0.33	sys
	3.81	real	13.16	user	0.13	sys
	3.26	real	10.64	user	0.11	sys
	3.33	real	11.17	user	0.12	sys
	1.75	real	5.5	user	0.07	sys
	8.61	real	30.82	user	0.24	sys
	1.33	real	4.09	user	0.06	sys
	5.82	real	20.97	user	0.18	sys
	0.98	real	2.93	user	0.05	sys
	2.96	real	10.28	user	0.12	sys
	1.94	real	6.55	user	0.08	sys
	2.38	real	7.97	user	0.09	sys
	1.94	real	6	user	0.09	sys
	2.21	real	7.71	user	0.09	sys
	1.23	real	3.83	user	0.06	sys
	3.58	real	12.68	user	0.13	sys
	0.48	real	1.14	user	0.04	sys
	1.85	real	6.15	user	0.08	sys
	5.37	real	19.46	user	0.15	sys
	4.29	real	15.6	user	0.15	sys
	0.72	real	2	user	0.04	sys
	1.62	real	5.34	user	0.08	sys
	7.66	real	27.84	user	0.21	sys
	4.23	real	14.47	user	0.13	sys
	2.26	real	7.74	user	0.09	sys
	5.37	real	19.44	user	0.16	sys
	1.69	real	5.67	user	0.08	sys
	0.86	real	2.5	user	0.05	sys
	2.61	real	9.52	user	0.12	sys
	5.54	real	19.68	user	0.17	sys
	1.33	real	4.28	user	0.06	sys
	1.01	real	3.22	user	0.06	sys
	3.13	real	10.78	user	0.11	sys
	3.49	real	12.34	user	0.12	sys
	2.34	real	7.96	user	0.09	sys
	2.15	real	6.81	user	0.08	sys
	4.72	real	16.85	user	0.14	sys
	5.34	real	19.29	user	0.16	sys
	4.3	real	15.57	user	0.14	sys
	10.86	real	40.56	user	0.27	sys
	2.57	real	8.71	user	0.1	sys
	4.44	real	15.43	user	0.14	sys
	3.3175		11.5473			
